Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,point.x,point.y,point.z
1745255559.3132086,103,1403636586,817881345,,4.807744919948881,-1.807767375912281,0.994974475973922
1745255559.363812,104,1403636586,866881370,,4.810505257174934,-1.803764982257232,0.996731344619368
1745255559.4302309,105,1403636586,967881202,,4.813146429758145,-1.794360880897209,0.998626545757257
1745255559.4742975,106,1403636587,19881248,,4.813262885515732,-1.791076445634722,0.998293889321022
1745255559.5188482,107,1403636587,69881200,,4.812756137435082,-1.789397021358238,0.997724459988503
1745255559.616329,108,1403636587,121881246,,4.809345990916135,-1.786991552953824,0.997567157533579
1745255559.681945,109,1403636587,221881389,,4.805277848568526,-1.783524783292533,0.997602203045938
1745255559.7258837,110,1403636587,269881248,,4.803009659562267,-1.781038829128778,0.997838590392758
1745255559.7696118,111,1403636587,321881294,,4.801216393578065,-1.777153018114995,0.997664198630407
1745255559.8167682,112,1403636587,369881391,,4.799906205741375,-1.771927040685418,0.997395058228165
1745255559.8650184,113,1403636587,420881271,,4.799307727557726,-1.764657314358535,0.996781922451442
1745255560.0156658,114,1403636587,521881341,,4.796032815535281,-1.744202965955503,0.996254301531713
1745255560.063304,115,1403636587,566881179,,4.796795300321266,-1.733146404463727,0.995884282615918
1745255560.114088,116,1403636587,621881246,,4.79972392512254,-1.718901830107525,0.995317721434075
1745255560.180149,117,1403636587,718881368,,4.805342907770228,-1.687948167673975,0.995043605894493
1745255560.2666733,118,1403636587,817881345,,4.814229965058695,-1.653417089580491,0.99584526974613
1745255560.3628352,119,1403636587,869881391,,4.816860440459041,-1.633613026005887,0.996980540911592
1745255560.4286866,120,1403636587,967881202,,4.826636133259694,-1.598467823368667,0.998095587535684
1745255560.4735785,121,1403636588,18881320,,4.831445675700204,-1.580470155803521,0.997552836983212
1745255560.5163736,122,1403636588,68881273,,4.83583926530777,-1.563321888668966,0.9963391466107
1745255560.563939,123,1403636588,117881298,,4.839687366099423,-1.547539961723016,0.994704195361742
1745255560.6175034,124,1403636588,167881250,,4.8432488178833,-1.532383079964062,0.992743484309291
1745255560.716152,125,1403636588,221881389,,4.845602381560561,-1.517505307968899,0.990623333411496
1745255560.7663379,126,1403636588,270881175,,4.848977459412119,-1.505771939097331,0.9879278717022
1745255560.816609,127,1403636588,320881366,,4.851911224378118,-1.495452079649219,0.985480848797768
1745255560.8660862,128,1403636588,422881364,,4.856001396528158,-1.480648153616123,0.981269908813563
1745255560.9301374,129,1403636588,470881223,,4.858061526937475,-1.476789811693003,0.979724219000156
1745255561.0159738,130,1403636588,567881345,,4.860416496610672,-1.475236479925592,0.97769122149474
1745255561.1130347,131,1403636588,621881246,,4.860709196762318,-1.477604468202317,0.977331655677842
1745255561.1789114,132,1403636588,718881368,,4.858784634886074,-1.488222802251352,0.979796947948863
1745255561.2230809,133,1403636588,767881393,,4.857488031596243,-1.49656827473142,0.981813478468786
1745255561.2666354,134,1403636588,818881273,,4.855519505477457,-1.506967636382735,0.983645353329489
1745255561.3130333,135,1403636588,867881298,,4.854063990286394,-1.518797417106806,0.984825044622527
1745255561.3628035,136,1403636588,918881177,,4.850988643724039,-1.532164204766172,0.985514353379887
1745255561.429162,137,1403636588,968881368,,4.848431013742473,-1.546915814097097,0.985667004545828
1745255561.5169902,138,1403636589,19881248,,4.845215465241413,-1.563572283329362,0.985836718474086
1745255561.5619285,139,1403636589,69881200,,4.840664841260764,-1.581119734729743,0.986682602759106
1745255561.612727,140,1403636589,167881250,,4.832473924133003,-1.619688639268239,0.989866132814322
1745255561.6783214,141,1403636589,218881368,,4.828452198160028,-1.641806174445572,0.992362197309153
1745255561.7221317,142,1403636589,268881320,,4.824271293608224,-1.664163069062802,0.995121546672124
1745255561.7665,143,1403636589,316881179,,4.819337441198714,-1.685389990443717,0.998105096810572
1745255561.8631113,144,1403636589,366881370,,4.814925952839772,-1.707776064409816,1.000770119472344
1745255561.9288611,145,1403636589,467881202,,4.802821610269177,-1.754400577609941,1.004715949936838
1745255561.973929,146,1403636589,517881393,,4.79549987144307,-1.777433458972395,1.00552069684236
1745255562.0168636,147,1403636589,568881273,,4.788929235309902,-1.80089882595934,1.005960015161562
1745255562.0636659,148,1403636589,619881391,,4.782259860910881,-1.824274382510865,1.006306047468711
1745255562.113528,149,1403636589,667881250,,4.77571126122268,-1.846916886795816,1.006266374339176
1745255562.178482,150,1403636589,716881275,,4.772831399203581,-1.870777870749762,1.005702557871077
1745255562.2226644,151,1403636589,768881320,,4.76593906224801,-1.89365563197776,1.005472565254832
1745255562.269943,152,1403636589,819881200,,4.759868323395161,-1.916851488052265,1.005105750670181
1745255562.3148513,153,1403636589,868881225,,4.754411874897593,-1.938175137971018,1.004448306141542
1745255562.3621845,154,1403636589,919881343,,4.748329339110414,-1.960591731749908,1.003076065697735
1745255562.4315886,155,1403636589,967881202,,4.742652396421689,-1.98150137436984,1.00063878066434
1745255562.4757113,156,1403636590,19881248,,4.737648565397932,-1.998249928281027,0.999195455922448
1745255562.565462,157,1403636590,70881366,,4.733793330883795,-2.014529005978757,0.997007246396014
1745255562.613834,158,1403636590,119881391,,4.729451095132783,-2.029204912011868,0.994600442265157
1745255562.6800148,159,1403636590,219881296,,4.724209930817305,-2.053576699457016,0.99284197695539
1745255562.7237697,160,1403636590,268881320,,4.722604706894664,-2.062331724223343,0.993001531916158
1745255562.767406,161,1403636590,319881200,,4.722170428081496,-2.06846537044128,0.993513004355484
1745255562.8172083,162,1403636590,367881298,,4.722102874502555,-2.071332019343174,0.994370561225926
1745255562.9329972,163,1403636590,419881343,,4.72414158666413,-2.071910550993822,0.995287438377072
1745255563.0151815,164,1403636590,569881200,,4.73438386313847,-2.056765637429882,0.998507636850456
1745255563.0655723,165,1403636590,619881391,,4.738453022912648,-2.045260882563243,1.000230554628701
1745255563.1169322,166,1403636590,671881198,,4.744208565389049,-2.032310109123585,1.002004690993594
1745255563.2267714,167,1403636590,720881223,,4.751585651899544,-2.018000212796482,1.00373499666065
1745255563.2703955,168,1403636590,768881320,,4.757592782396086,-2.001623662138521,1.00541710763551
1745255563.317565,169,1403636590,866881370,,4.770648423383949,-1.965464995096666,1.007128052072124
1745255563.3629239,170,1403636590,921881198,,4.777953801058519,-1.944799186796538,1.006431385683424
1745255563.430012,171,1403636590,966881275,,4.784082486727291,-1.924219598055759,1.006132341250589
1745255563.473948,172,1403636591,17881393,,4.790061027306862,-1.900840826681699,1.005006207047041
1745255563.5177722,173,1403636591,67881345,,4.796795155446656,-1.87798084956425,1.003876321302052
1745255563.6162112,174,1403636591,119881391,,4.800620811930807,-1.853993024117942,1.002790591917886
1745255563.681219,175,1403636591,220881223,,4.813626534654364,-1.807807670982435,1.000047099612413
1745255563.7251143,176,1403636591,267881393,,4.818306081921672,-1.786384772766297,0.999111168570604
1745255563.7699866,177,1403636591,320881366,,4.824216131023715,-1.764235528435775,0.998106994180032
1745255563.8162339,178,1403636591,368881225,,4.828212843842238,-1.744095727129962,0.996991568362607
1745255563.8649027,179,1403636591,419881343,,4.832692111409098,-1.725078706778174,0.994937369699997
1745255563.9319105,180,1403636591,470881223,,4.833432472959984,-1.707310333508779,0.992670933836296
1745255564.015903,181,1403636591,521881341,,4.837185729032693,-1.692680101165001,0.989580827848775
1745255564.0653934,182,1403636591,619881391,,4.840173286424204,-1.669444112749103,0.981779243365323
1745255564.1240919,183,1403636591,666881322,,4.840689777421466,-1.660533632047474,0.977847167510559
1745255564.1753716,184,1403636591,718881368,,4.8418186214916,-1.652756101724651,0.973506542039439
1745255564.2207363,185,1403636591,767881393,,4.841418510976189,-1.646399950262759,0.969461720018879
1745255564.265524,186,1403636591,818881273,,4.841396499502592,-1.642174503656897,0.965866773162758
1745255564.3658226,187,1403636591,868881225,,4.840919286995301,-1.639616433198386,0.963311558533686
1745255564.432396,188,1403636591,968881368,,4.840673585556411,-1.636542138823969,0.961290669457883
1745255564.4763627,189,1403636592,20881175,,4.840253128808527,-1.634590268938781,0.961123786320252
1745255564.5201585,190,1403636592,66881179,,4.838109832685741,-1.631581782806864,0.96135058962011
1745255564.5650697,191,1403636592,117881298,,4.836400949282284,-1.62722064473863,0.961398413373997
1745255564.6141639,192,1403636592,166881322,,4.833219834376267,-1.620886696236949,0.961355253924476
1745255564.6799903,193,1403636592,217881202,,4.829452735291508,-1.612934095344237,0.960762329058467
1745255564.767709,194,1403636592,267881393,,4.815489577998291,-1.600808616880385,0.96090687059761
1745255564.8141294,195,1403636592,318881273,,4.809172470198041,-1.590769025243997,0.959919511991871
1745255564.864582,196,1403636592,368881225,,4.800908019035084,-1.580264644272242,0.959197556550373
1745255564.9294062,197,1403636592,469881296,,4.782662051725267,-1.561156386594892,0.957729210592869
1745255564.9735384,198,1403636592,518881320,,4.7724153855759,-1.553437126015554,0.95713092591629
1745255565.0171435,199,1403636592,569881200,,4.760628316781887,-1.547311387046201,0.95687604772017
1745255565.1163907,200,1403636592,619881391,,4.733853720294372,-1.539200016890014,0.958665393513151
1745255565.1828322,201,1403636592,721881389,,4.703509765368627,-1.538336228886297,0.959174860778651
1745255565.2258294,202,1403636592,770881175,,4.687523949679305,-1.541785101366545,0.958891290426008
1745255565.2702498,203,1403636592,820881366,,4.671667299331834,-1.547814359795916,0.958081289286526
1745255565.3165433,204,1403636592,869881391,,4.656223815523842,-1.55570391212479,0.957265366060192
1745255565.365571,205,1403636592,920881271,,4.638738076296525,-1.566447143366322,0.956586705863481
1745255565.4752564,206,1403636592,967881202,,4.613553223042102,-1.575121535243532,0.95722465443654
1745255565.5186663,207,1403636593,21881341,,4.599564331974596,-1.593548959295975,0.955507417958562
1745255565.5627196,208,1403636593,67881345,,4.588250083803508,-1.613203037319773,0.953895566307294
1745255565.6160166,209,1403636593,167881250,,4.569975940608871,-1.660843504504328,0.952437867568387
1745255565.683043,210,1403636593,218881368,,4.56453247029366,-1.69023087798084,0.952254237734053
1745255565.7261434,211,1403636593,268881320,,4.560683772955559,-1.720843934570305,0.952874822242809
1745255565.8138242,212,1403636593,319881200,,4.572743659989784,-1.756913269539052,0.952475578901077
1745255565.8659475,213,1403636593,418881177,,4.583096596903811,-1.81705890567429,0.955384861864111
1745255565.9307337,214,1403636593,467881202,,4.590840937068326,-1.844269805007984,0.956983164973246
1745255565.9756367,215,1403636593,517881393,,4.603571855222826,-1.869408181332758,0.957836260879693
1745255566.0184457,216,1403636593,566881179,,4.618448741478309,-1.891513441025566,0.957768287688637
1745255566.06401,217,1403636593,618881225,,4.634137305113537,-1.908787979665379,0.957324755820953
1745255566.1139617,218,1403636593,667881250,,4.652434882090235,-1.922026561178184,0.955796954527249
1745255566.2251313,219,1403636593,716881275,,4.690647571002575,-1.938965306953373,0.951542841751267
1745255566.2688365,220,1403636593,769881248,,4.707508987278612,-1.942228207723236,0.949054481512663
1745255566.4082277,221,1403636593,917881250,,4.799396298945245,-1.945434253528016,0.937554085940207
1745255566.4537473,222,1403636594,19881248,,4.823236754528072,-1.915380570274433,0.936357686815526
1745255566.5026839,223,1403636594,68881273,,4.843818526382191,-1.901495575815939,0.936008363634842
1745255566.5535347,224,1403636594,118881225,,4.86434288435529,-1.88490425226802,0.936162703421185
1745255566.6074657,225,1403636594,167881250,,4.882333626495022,-1.866388734443382,0.936915828096766
1745255566.660224,226,1403636594,219881296,,4.900656625051133,-1.846634573956367,0.937503928280039
1745255566.7287068,227,1403636594,267881393,,4.914924390204665,-1.825864847349493,0.937972688662072
1745255566.772651,228,1403636594,316881179,,4.922186936566225,-1.800406007179411,0.938160121710365
1745255566.8178668,229,1403636594,368881225,,4.926910791393996,-1.772493752675966,0.937702057799952
1745255566.8656301,230,1403636594,418881177,,4.92824962998208,-1.744505963169092,0.936775113110559
1745255566.9301672,231,1403636594,469881296,,4.926577684155487,-1.715519911786817,0.935702215162633
1745255566.975027,232,1403636594,521881341,,4.922956492897646,-1.685601398544889,0.934670709173475
1745255567.0190084,233,1403636594,568881273,,4.915828210651338,-1.656140238500791,0.933480905689771
1745255567.1157963,234,1403636594,619881391,,4.890305765068829,-1.621695461471492,0.934247902982396
1745255567.1828344,235,1403636594,719881296,,4.865325512289487,-1.571034158689371,0.931886841529346
1745255567.2268014,236,1403636594,768881320,,4.850226409627133,-1.551930765916052,0.931018633545452
1745255567.2702875,237,1403636594,819881200,,4.833398211792668,-1.538125842101069,0.930098559755845
1745255567.31386,238,1403636594,866881370,,4.81547140292504,-1.531062163265204,0.929174124499149
1745255567.3631606,239,1403636594,918881177,,4.795482982489397,-1.53010665723452,0.927288650871514
1745255567.6327565,240,1403636595,68881273,,4.708856180792481,-1.557400728769815,0.923179521813859
1745255567.678803,241,1403636595,218881368,,4.660969044457252,-1.645546947358896,0.917280629133615
1745255567.7865198,242,1403636595,318881273,,4.632231665342636,-1.711967771389231,0.913643777446837
1745255567.8353565,243,1403636595,368881225,,4.623215944707109,-1.744540479782101,0.913043004905794
1745255567.879558,244,1403636595,420881271,,4.620507334142994,-1.776616357505668,0.911557509603055
1745255567.9297523,245,1403636595,466881275,,4.619835912688102,-1.803211695474301,0.910867932778288
1745255567.9723845,246,1403636595,520881175,,4.620925364854168,-1.827888711445463,0.910603270412842
1745255568.0172236,247,1403636595,570881366,,4.627599131986083,-1.846462551840225,0.910341284410171
1745255568.064858,248,1403636595,620881319,,4.636550020000264,-1.859326585195272,0.910322241546548
1745255568.1170726,249,1403636595,667881250,,4.648089712417589,-1.865627945268289,0.910033971510322
1745255568.4201372,250,1403636595,866881370,,4.764167755220122,-1.856421790669926,0.900111080849549
1745255568.4741886,251,1403636596,19881248,,4.799868548224166,-1.789667585008244,0.895947920303581
1745255568.543364,252,1403636596,69881200,,4.828496788179766,-1.771949225153182,0.892194659971145
1745255568.593144,253,1403636596,121881246,,4.850063345247233,-1.753251074745075,0.890227458240935
1745255568.6370006,254,1403636596,169881343,,4.871037592586501,-1.738952023758347,0.88853773782596
1745255568.6831248,255,1403636596,219881296,,4.889885725230406,-1.72769326137149,0.887654686025104
1745255568.725974,256,1403636596,270881175,,4.907828053481842,-1.722044365080969,0.887177562262752
1745255568.7703195,257,1403636596,319881200,,4.922842237586156,-1.722084093980569,0.887911156640581
1745255568.8159492,258,1403636596,369881391,,4.93767229902085,-1.729070024313601,0.889585586450266
1745255568.8659744,259,1403636596,420881271,,4.948643132741448,-1.741745815070552,0.893512540443115
1745255569.1112423,260,1403636596,667881250,,5.005972065928467,-1.856150536030383,0.922506367868328
1745255569.1878312,261,1403636596,718881368,,5.026281260659779,-1.883482923545096,0.926367350461611
1745255569.2313359,262,1403636596,768881320,,5.029540335105941,-1.90175470965879,0.930467365705875
1745255569.27622,263,1403636596,820881366,,5.03244477523682,-1.917660067616398,0.93345507791544
1745255569.3199217,264,1403636596,869881391,,5.033766875413037,-1.928642341749593,0.934667761287953
1745255569.3651733,265,1403636596,920881271,,5.032350008983815,-1.935209897888054,0.934908651054919
1745255569.43038,266,1403636596,970881223,,5.028320995819749,-1.93697551933674,0.933865962262074
1745255569.4743316,267,1403636597,18881320,,5.021584363141639,-1.93446590853748,0.932443685885314
1745255569.5181816,268,1403636597,70881366,,5.011973758436946,-1.928031201549493,0.930371001105915
1745255569.6154354,269,1403636597,121881246,,4.980813687949313,-1.910916079476121,0.930116092632523
1745255569.6798048,270,1403636597,218881368,,4.94141798275924,-1.88023574331723,0.925670510741855
1745255569.7244117,271,1403636597,267881393,,4.91812637125696,-1.861633162541217,0.923743182354943
1745255569.7677393,272,1403636597,318881273,,4.895094607254002,-1.842399624206787,0.9221921960915
1745255569.8142128,273,1403636597,369881391,,4.871271735495986,-1.822822056823493,0.922147092015956
1745255569.8638406,274,1403636597,419881343,,4.848110288401471,-1.804684669124759,0.923331138006932
1745255569.973397,275,1403636597,468881368,,4.790975029455594,-1.775209334768278,0.928486999265051
1745255570.0176349,276,1403636597,519881248,,4.765989274486582,-1.75919367903691,0.930199945569148
1745255570.0647647,277,1403636597,567881345,,4.742049103920965,-1.745962676239367,0.931367446468036
1745255570.1231225,278,1403636597,669881343,,4.693046046984453,-1.725084640545802,0.932604371790937
1745255570.1953983,279,1403636597,766881227,,4.658524180107046,-1.719407676855656,0.931412189330114
1745255570.2783859,280,1403636597,817881345,,4.63999410120199,-1.719992751106025,0.930849511897487
1745255570.320848,281,1403636597,867881298,,4.635567597059798,-1.728417348190335,0.929055403686984
1745255570.3659818,282,1403636597,917881250,,4.634424665318781,-1.73970847448756,0.927895240076392
1745255570.4286346,283,1403636597,967881202,,4.637043665804241,-1.752480219807687,0.927082613331519
1745255570.4723194,284,1403636598,17881393,,4.643676716480205,-1.765969116442594,0.926309973506075
1745255570.5172205,285,1403636598,67881345,,4.652641047505631,-1.778976231733437,0.925651958945035
1745255570.5626569,286,1403636598,116881370,,4.663073284125032,-1.790917195323266,0.924971665779892
1745255570.6797392,287,1403636598,217881202,,4.711548922725384,-1.820294016208976,0.919978072886522
1745255570.7246208,288,1403636598,267881393,,4.727434162530214,-1.828750261692493,0.917777541995419
1745255570.767159,289,1403636598,320881366,,4.743727331058555,-1.835802891993675,0.914486278776909
1745255570.816038,290,1403636598,369881391,,4.758601896459802,-1.840555483649959,0.909988497742296
1745255570.8638992,291,1403636598,420881271,,4.771729699110831,-1.843816577483938,0.904184690211742
1745255570.9305322,292,1403636598,470881223,,4.781658834456181,-1.844116045097961,0.898220416443639
1745255571.018178,293,1403636598,520881175,,4.795368763639769,-1.845176282028113,0.89040300109785
1745255571.0649872,294,1403636598,568881273,,4.79807434844657,-1.841339249558921,0.883154192230093
1745255571.1161144,295,1403636598,670881271,,4.793676857641774,-1.827937692904884,0.867991596679456
1745255571.1821873,296,1403636598,719881296,,4.786534435040196,-1.818819553843543,0.861135738246966
1745255571.2249377,297,1403636598,767881393,,4.778327018953767,-1.809591075014098,0.854220613485383
1745255571.2699172,298,1403636598,819881200,,4.76916641221172,-1.799583032935466,0.846219318182567
1745255571.3137407,299,1403636598,866881370,,4.75777840413671,-1.789672713079759,0.838152180819399
1745255571.4291985,300,1403636598,967881202,,4.726869875328569,-1.766815840250922,0.81804429338903
1745255571.4730847,301,1403636599,18881320,,4.717503991022954,-1.758073685264717,0.805313279333558
1745255571.5167801,302,1403636599,68881273,,4.708734395206124,-1.750419451157471,0.792391219315824
1745255571.562437,303,1403636599,118881225,,4.699687522100983,-1.743434191332881,0.779586312179417
1745255571.613393,304,1403636599,166881322,,4.693278757109292,-1.738108944202973,0.767197910564749
1745255571.6804132,305,1403636599,218881368,,4.686244038572498,-1.732211282789846,0.75657401141624
1745255571.7681093,306,1403636599,269881248,,4.67856427678206,-1.725955569954627,0.748016084095312
1745255571.8172495,307,1403636599,318881273,,4.676495166646933,-1.722293159284289,0.740199640802261
1745255571.8661156,308,1403636599,419881343,,4.67178803165465,-1.717259379548101,0.726501060544136
1745255571.9316678,309,1403636599,469881296,,4.669358577961023,-1.715220057832334,0.720352873921565
1745255572.0141098,310,1403636599,566881179,,4.662863398017446,-1.713145566725014,0.709272962360151
1745255572.067067,311,1403636599,618881225,,4.658952500981783,-1.712626307249298,0.704190607963708
1745255572.1765246,312,1403636599,718881368,,4.650740092704914,-1.710577436322983,0.695979162296911
1745255572.2207382,313,1403636599,768881320,,4.649237223070565,-1.709839565405693,0.691971163565429
1745255572.264293,314,1403636599,819881200,,4.647716962558024,-1.709095616507144,0.687872842738099
1745255572.313687,315,1403636599,868881225,,4.647693540509033,-1.707862867897164,0.68515001512713
1745255572.3657007,316,1403636599,917881250,,4.649805403259563,-1.707338767085394,0.683781785508566
1745255572.4760344,317,1403636599,966881275,,4.653769405858773,-1.707624011929938,0.682359315310443
1745255572.5202193,318,1403636600,19881248,,4.655766684227825,-1.707391328102858,0.680953004252346
1745255572.5639694,319,1403636600,68881273,,4.657004835619943,-1.706698856186343,0.680411734241515
1745255572.6135788,320,1403636600,167881250,,4.657257321502894,-1.705571369219024,0.679499848143122
1745255572.6799657,321,1403636600,217881202,,4.657603168227777,-1.704029311379324,0.678259900465021
1745255572.723143,322,1403636600,268881320,,4.658801776913364,-1.703557579073693,0.677958067453871
1745255572.8158724,323,1403636600,319881200,,4.658893438364612,-1.703268216584781,0.677877945021466
1745255572.8662393,324,1403636600,367881298,,4.658840963560795,-1.703346965340554,0.677743742286381
1745255572.9328923,325,1403636600,469881296,,4.659816056157749,-1.703485758355184,0.677440969849513
1745255573.0140965,326,1403636600,567881345,,4.659804905352327,-1.703512523794866,0.677433230926947
1745255573.0646133,327,1403636600,618881225,,4.659820647701224,-1.703465164733232,0.677424332912147
1745255573.1783836,328,1403636600,669881343,,4.659839579613154,-1.703432360706417,0.677463648880641
1745255573.2226796,329,1403636600,718881368,,4.659833727065935,-1.703443070888149,0.677452673382339
1745255573.2683654,330,1403636600,769881248,,4.659840094642387,-1.703419634999174,0.677440212694615
1745255573.3171632,331,1403636600,870881319,,4.659831488206179,-1.703452593107617,0.677459709974415
1745255573.3630567,332,1403636600,921881198,,4.65984918855233,-1.703398059293795,0.677447049882642
1745255573.4279716,333,1403636600,967881202,,4.659854778373472,-1.703385825547481,0.677453382491189
1745255573.473339,334,1403636601,18881320,,4.659845578775227,-1.703400170922051,0.677430973148895
1745255573.5654826,335,1403636601,67881345,,4.659831107086858,-1.703431083224491,0.677413006145308
1745255573.6162522,336,1403636601,120881319,,4.659843703336519,-1.703418546717456,0.677458402670725
1745255573.6825595,337,1403636601,220881223,,4.659813065200034,-1.703490274642846,0.677433379085558
1745255573.726324,338,1403636601,269881248,,4.659836141331007,-1.703437648696138,0.67745512151316
1745255573.7700207,339,1403636601,319881200,,4.659850744187954,-1.703397992943205,0.677455725385662
1745255573.814883,340,1403636601,369881391,,4.659835947259629,-1.703460035408148,0.67750038516476
1745255573.9325864,341,1403636601,469881296,,4.659839493311552,-1.703436835387253,0.677472426886689
1745255573.976585,342,1403636601,520881175,,4.6598412019316,-1.703422938709426,0.677453327256906
1745255574.020185,343,1403636601,569881200,,4.659818844308574,-1.703483233426951,0.677451535866711
1745255574.0653083,344,1403636601,619881391,,4.658888345367255,-1.703175820477811,0.677657691900274
1745255574.1804311,345,1403636601,666881322,,4.658908501112129,-1.70311243154054,0.677640598272619
1745255574.2248023,346,1403636601,717881202,,4.658882689820582,-1.703200072039552,0.677675879729778
1745255574.2687953,347,1403636601,766881227,,4.658918230036313,-1.703085372631778,0.677639676796991
1745255574.3163407,348,1403636601,818881273,,4.65982836862784,-1.703485402077923,0.677509985584321
1745255574.3643434,349,1403636601,918881177,,4.658918984147051,-1.703095517479276,0.677664959265627
1745255574.4304097,350,1403636601,967881202,,4.659819364637064,-1.703516133923721,0.677522623810363
1745255574.4741743,351,1403636602,18881320,,4.658904742743128,-1.703125236321901,0.677645824937805
1745255574.5646117,352,1403636602,68881273,,4.658899235838133,-1.703136903506133,0.677638789800245
1745255574.6134875,353,1403636602,119881391,,4.658903306007693,-1.703131306011532,0.677650255954905
1745255574.6807337,354,1403636602,216881275,,4.658920678421713,-1.703093299550213,0.677669964730175
1745255574.7239714,355,1403636602,266881227,,4.658905039379101,-1.703130836615647,0.67765910404404
1745255574.7673573,356,1403636602,316881179,,4.65889899180706,-1.703136892928133,0.677637385388789
1745255574.8145032,357,1403636602,366881370,,4.658905103849613,-1.70313097058326,0.677659746755314
1745255574.92828,358,1403636602,419881343,,4.658904634914603,-1.703133193790468,0.677661694486015
1745255574.9719937,359,1403636602,466881275,,4.658933893127803,-1.703061792306746,0.677679580260806
1745255575.0179482,360,1403636602,518881320,,4.658922210857129,-1.703097674507631,0.677687707796311
1745255575.0645127,361,1403636602,567881345,,4.659842522860944,-1.703435596858172,0.677487025298681
1745255575.1152837,362,1403636602,667881250,,4.658913503033447,-1.703103313477081,0.677650052195694
1745255575.1805353,363,1403636602,718881368,,4.658916017540647,-1.70309638448145,0.677649947742725
1745255575.268724,364,1403636602,771881341,,4.658938350571714,-1.703053880555288,0.677688448861724
1745255575.317676,365,1403636602,820881366,,4.658933809831951,-1.703055023178353,0.677665089300809
1745255575.3658984,366,1403636602,921881198,,4.658940421335345,-1.703047713627006,0.677687409071825
1745255575.4319515,367,1403636602,969881296,,4.658917850369239,-1.703110000684237,0.677688531809469
1745255575.4767196,368,1403636603,20881175,,4.658925024019696,-1.703083610156339,0.677674517561029
1745255575.520302,369,1403636603,70881366,,4.658934521519932,-1.703069180122607,0.67769844125912
1745255575.615721,370,1403636603,118881225,,4.659857261581198,-1.703435544544936,0.677570421844927
1745255575.681903,371,1403636603,219881296,,4.659839232601659,-1.70345169561099,0.677501725818557
1745255575.76583,372,1403636603,318881273,,4.658939055321599,-1.703054833552429,0.67769441548242
1745255575.8168032,373,1403636603,368881225,,4.658944967700805,-1.703062616457852,0.677744033895666
1745255575.8657134,374,1403636603,420881271,,4.659870387169098,-1.703395085717175,0.677560992821996
1745255575.9754152,375,1403636603,471881389,,4.658940082344881,-1.703065442415614,0.677722206620741
1745255576.0189815,376,1403636603,521881341,,4.658939698959594,-1.703087838345102,0.677766421451436
1745255576.0668843,377,1403636603,568881273,,4.658937457642323,-1.703077894874242,0.677733126507656
1745255576.1231716,378,1403636603,669881343,,4.658946789172949,-1.703064021161276,0.677757264022408
